TransactionID,TransactionDate,CustomerID,TransactionType,Category,Amount,BalanceAfterTxn,PaymentMode,Merchant,IsFraudulent
TXN502413,2025-03-22 21:08:45,CUST2271,Debit,Insurance Premium,2059.51,338106.21,UPI,IRCTC,No
TXN505234,2025-03-22 21:57:28,CUST2253,Debit,Entertainment,2421.34,333086.94,UPI,Apollo Pharmacy,No
TXN507924,2025-03-22 23:19:36,CUST2184,Debit,EMI - Loan,6507.7,153123.47,Net Banking,Local Store,No
TXN503021,2025-03-23 08:27:19,CUST2366,Debit,EMI - Loan,8063.52,52455.67,Credit Card,Mutual Fund SIP,No
TXN505243,2025-03-23 10:09:01,CUST2012,Debit,Dining,938.36,226273.3,Debit Card,Netflix,No
TXN506179,2025-03-23 13:30:16,CUST2043,Debit,Groceries,6636.52,228045.52,Credit Card,Local Store,No
TXN500910,2025-03-23 15:12:51,CUST2431,Debit,Groceries,3215.27,237023.37,Debit Card,Swiggy,No
TXN505585,2025-03-23 17:10:25,CUST2133,Debit,Groceries,3374.57,457001.16,Credit Card,Mutual Fund SIP,No
TXN503923,2025-03-23 18:18:17,CUST2193,Debit,Dining,2226.95,497275.46,Debit Card,Swiggy,No
TXN503994,2025-03-23 21:17:34,CUST2281,Debit,Healthcare,6490.71,83042.66,UPI,Amazon,No
TXN502818,2025-03-23 23:42:40,CUST2552,Debit,Shopping,7350.36,473776.46,UPI,Employer Payroll,No
TXN505726,2025-03-23 23:56:17,CUST2562,Debit,Travel,2582.52,208787.11,UPI,Zomato,No
TXN505134,2025-03-24 04:31:39,CUST2110,Debit,Entertainment,1563.11,450950.68,Debit Card,Swiggy,No
TXN504657,2025-03-24 07:08:25,CUST2423,Credit,Salary,39774.71,168486.38,UPI,HDFC Bank,No
TXN507332,2025-03-24 08:45:17,CUST2417,Debit,EMI - Loan,8701.63,287820.35,Cash,LIC,No
TXN505373,2025-03-24 10:41:22,CUST2010,Debit,Entertainment,4242.18,117511.69,Cheque,Reliance Digital,No
TXN500902,2025-03-24 12:35:39,CUST2070,Debit,Shopping,253.03,467982.69,Cash,Local Store,No
TXN503580,2025-03-24 13:19:05,CUST2063,Debit,Entertainment,1455.82,169499.81,UPI,Local Store,No
TXN507897,2025-03-24 15:50:03,CUST2142,Debit,EMI - Loan,1299.0,322799.18,Net Banking,Reliance Digital,No
TXN502162,2025-03-24 16:45:15,CUST2291,Debit,Entertainment,1120.63,224920.3,Cash,BigBasket,No
TXN505192,2025-03-24 21:49:23,CUST2461,Credit,Interest Credit,67273.7,55249.86,UPI,BigBasket,No
TXN502083,2025-03-24 23:29:05,CUST2387,Debit,Entertainment,816.46,238305.16,UPI,Netflix,No
TXN505284,2025-03-25 00:49:55,CUST2535,Debit,Groceries,3548.05,,Credit Card,Reliance Digital,No
TXN504858,2025-03-25 01:39:04,CUST2345,Debit,Rent,5694.32,132563.69,UPI,Apollo Pharmacy,No
TXN507103,2025-03-25 05:48:58,CUST2050,Debit,Groceries,1375.38,228408.59,UPI,LIC,No
TXN502908,2025-03-25 06:14:27,CUST2181,Debit,EMI - Loan,5532.09,222668.78,Cash,Apollo Pharmacy,No
TXN505173,2025-03-25 12:31:20,CUST2093,Credit,Interest Credit,56920.07,,Debit Card,Reliance Digital,No
TXN500202,2025-03-25 12:37:10,CUST2390,Debit,Rent,6196.63,299575.09,Cash,Reliance Digital,No
TXN505861,2025-03-25 12:49:43,CUST2069,Debit,EMI - Loan,2650.89,496095.99,UPI,Amazon,No
TXN503738,2025-03-25 14:44:01,CUST2561,Debit,EMI - Loan,9306.52,122330.62,Credit Card,HDFC Bank,No
TXN506610,2025-03-25 15:25:10,CUST2239,Credit,Investment Return,43028.59,417660.91,Credit Card,Employer Payroll,No
TXN500174,2025-03-25 18:59:58,CUST2565,Debit,Entertainment,1239.01,260123.35,UPI,Employer Payroll,No
TXN504091,2025-03-25 23:36:28,CUST2073,Debit,Healthcare,10943.53,382279.64,Credit Card,Electricity Board,No
TXN505482,2025-03-26 00:21:56,CUST2582,Debit,Healthcare,2079.01,45568.14,Debit Card,Swiggy,No
TXN504275,2025-03-26 01:09:38,CUST2267,Debit,Dining,2755.52,129984.61,Cheque,BigBasket,No
TXN500602,2025-03-26 02:56:39,CUST2275,Debit,Dining,2122.36,455953.07,UPI,Electricity Board,No
TXN507823,2025-03-26 04:23:45,CUST2054,Debit,Travel,703.73,378861.31,Debit Card,Zomato,No
TXN507823,2025-03-26 04:23:45,CUST2054,Debit,Travel,703.73,378861.31,Debit Card,Zomato,No
TXN503595,2025-03-26 12:24:25,CUST2376,Credit,Freelance Income,81712.31,189318.29,Cash,Mutual Fund SIP,No
TXN502665,2025-03-26 13:05:24,CUST2330,Debit,Utilities,880.25,23473.7,UPI,Local Store,No
TXN504667,2025-03-26 15:16:54,CUST2352,Debit,Entertainment,684.9,222524.19,Net Banking,IRCTC,No
TXN506294,2025-03-26 16:53:26,CUST2163,Debit,EMI - Loan,1040.74,367890.68,UPI,Electricity Board,No
TXN500009,2025-03-26 18:08:40,CUST2172,Debit,Utilities,7773.35,91930.72,UPI,Mutual Fund SIP,No
TXN501361,2025-03-27 03:35:55,CUST2406,Debit,Shopping,2478.12,169896.92,Cash,HDFC Bank,No
TXN506764,2025-03-27 06:15:08,CUST2338,Debit,Rent,1140.46,197741.9,UPI,Swiggy,No
TXN506031,2025-03-27 17:25:31,CUST2162,Debit,Healthcare,137.66,472855.75,Net Banking,Reliance Digital,No
TXN506998,2025-03-27 22:27:46,CUST2571,Credit,Investment Return,26183.97,267911.41,Credit Card,Amazon,No
TXN501547,2025-03-27 22:31:11,CUST2360,Debit,Shopping,9774.65,40574.46,UPI,Employer Payroll,No
TXN506270,2025-03-27 23:20:23,CUST2263,Debit,Rent,3025.77,218555.49,Cheque,Employer Payroll,No
TXN501099,2025-03-28 00:05:43,CUST2326,Debit,Travel,2694.4,121963.05,Net Banking,Uber,No
TXN502015,2025-03-28 01:47:08,CUST2514,Debit,Healthcare,3377.31,95105.29,Net Banking,IRCTC,No
TXN501272,2025-03-28 01:50:22,CUST2117,Debit,Healthcare,3243.38,16286.88,UPI,IRCTC,No
TXN506474,2025-03-28 03:23:18,CUST2329,Debit,Dining,254.1,173217.29,Debit Card,Amazon,No
TXN502439,2025-03-28 03:24:17,CUST2121,Debit,Insurance Premium,760.01,260637.71,UPI,Mutual Fund SIP,No
TXN507820,2025-03-28 09:28:51,CUST2295,Debit,Insurance Premium,177.9,167672.84,UPI,HDFC Bank,No
TXN505011,2025-03-28 18:02:26,CUST2202,Debit,Utilities,1291.28,278816.88,Cash,Swiggy,No
TXN502756,2025-03-28 21:16:54,CUST2262,Debit,Dining,6172.1,204287.58,Cash,Electricity Board,No
TXN501279,2025-03-28 21:35:22,CUST2421,Debit,Insurance Premium,539.06,113919.23,Debit Card,,No
TXN506880,2025-03-29 01:04:33,CUST2363,Debit,Dining,2011.06,441189.91,UPI,Apollo Pharmacy,No
TXN506255,2025-03-29 01:38:14,CUST2215,Debit,EMI - Loan,2182.28,302640.98,Debit Card,Mutual Fund SIP,No
TXN506297,2025-03-29 01:58:02,CUST2051,Debit,Entertainment,12915.79,383158.23,Debit Card,IRCTC,No
TXN503451,2025-03-29 03:02:38,CUST2018,Debit,Insurance Premium,9509.31,272658.22,Credit Card,Uber,No
TXN507573,2025-03-29 03:24:00,CUST2224,Debit,Insurance Premium,4288.79,187388.49,Cheque,Uber,No
TXN505428,2025-03-29 05:56:02,CUST2444,Credit,Freelance Income,11070.96,133082.59,Debit Card,BigBasket,No
TXN504912,2025-03-29 10:38:26,CUST2069,Credit,Salary,33775.65,4689.92,Net Banking,Electricity Board,No
TXN501625,2025-03-29 10:59:11,CUST2397,Credit,Investment Return,70003.9,441966.61,UPI,Uber,No
TXN501657,2025-03-29 11:47:07,CUST2267,Debit,Insurance Premium,966.12,383618.21,Credit Card,Local Store,No
TXN501411,2025-03-29 12:23:01,CUST2141,Debit,Groceries,577.67,154696.29,Debit Card,IRCTC,No
TXN500347,2025-03-29 12:48:28,CUST2168,Credit,Refund,34099.16,69117.36,Net Banking,Netflix,No
TXN507291,2025-03-29 12:57:56,CUST2143,Debit,Utilities,652.75,101739.3,Debit Card,Amazon,No
TXN503819,2025-03-29 13:36:51,CUST2166,Debit,Groceries,1102.33,131609.87,,IRCTC,No
TXN502318,2025-03-29 13:53:14,CUST2101,Debit,Utilities,2446.16,418444.74,Net Banking,Zomato,No
TXN502816,2025-03-29 15:27:33,CUST2334,Credit,Investment Return,70400.15,304471.37,Net Banking,Employer Payroll,No
TXN503622,2025-03-29 17:20:39,CUST2143,Debit,Utilities,8187.93,364045.47,Debit Card,,No
TXN502088,2025-03-29 21:08:20,CUST2338,Debit,Travel,3223.95,358162.15,Debit Card,BigBasket,No
TXN503240,2025-03-30 02:27:22,CUST2385,Debit,Healthcare,1921.61,70038.74,UPI,Employer Payroll,No
TXN507999,2025-03-30 04:16:38,CUST2352,Debit,Travel,87.51,421544.5,UPI,Amazon,No
TXN502118,2025-03-30 04:24:49,CUST2001,Credit,Interest Credit,57292.54,293178.79,Debit Card,LIC,No
TXN505391,2025-03-30 06:33:33,CUST2317,Debit,Dining,6158.65,119565.95,Debit Card,Mutual Fund SIP,No
TXN501713,2025-03-30 08:30:54,CUST2022,Debit,Healthcare,2823.66,74500.24,UPI,Zomato,No
TXN502945,2025-03-30 10:23:13,CUST2134,Debit,Dining,3822.35,332949.47,Cheque,Local Store,No
TXN504062,2025-03-30 12:05:59,CUST2103,Debit,Healthcare,6474.84,373586.17,UPI,IRCTC,No
TXN504948,2025-03-30 13:25:49,CUST2571,Credit,Freelance Income,54056.21,349608.93,UPI,,No
TXN503373,2025-03-30 14:18:54,CUST2515,Debit,Dining,3346.77,116255.87,Net Banking,HDFC Bank,No
TXN506541,2025-03-30 14:27:53,CUST2403,Debit,Groceries,318.39,,UPI,BigBasket,No
TXN506170,2025-03-30 19:57:14,CUST2114,Credit,Interest Credit,37688.91,343142.76,Cash,Netflix,No
TXN503505,2025-03-30 20:23:26,CUST2558,Debit,EMI - Loan,389.01,414753.16,Debit Card,IRCTC,No
TXN505231,2025-03-31 01:58:52,CUST2554,Debit,Utilities,5010.69,283524.2,Net Banking,BigBasket,No
TXN503957,2025-03-31 03:35:34,CUST2116,Debit,Entertainment,631.44,89124.85,Net Banking,Electricity Board,No
TXN504320,2025-03-31 04:15:29,CUST2132,Debit,Dining,2407.45,96279.31,Cash,Swiggy,No
TXN506416,2025-03-31 04:36:26,CUST2405,Debit,EMI - Loan,722.18,205294.03,Net Banking,Uber,No
TXN507381,2025-03-31 06:35:40,CUST2371,Debit,EMI - Loan,84.15,240074.25,UPI,IRCTC,No
TXN501260,2025-03-31 07:17:45,CUST2147,Debit,Rent,909.18,395978.33,Net Banking,Mutual Fund SIP,No
TXN506786,2025-03-31 12:00:23,CUST2564,Credit,Refund,40915.79,369095.05,Credit Card,Reliance Digital,No
TXN505207,2025-03-31 13:40:35,CUST2468,Credit,Interest Credit,54365.13,156187.73,Cheque,Mutual Fund SIP,No
TXN501261,2025-03-31 14:43:36,CUST2526,Debit,Entertainment,6912.16,211576.56,Net Banking,Swiggy,No
TXN507796,2025-03-31 16:09:14,CUST2541,Debit,EMI - Loan,218.09,397812.92,UPI,Uber,No
TXN501683,2025-03-31 18:09:54,CUST2013,Debit,Utilities,2701.76,368280.54,UPI,HDFC Bank,No
TXN501876,2025-03-31 20:02:54,CUST2236,Debit,Rent,732.1,467384.96,Debit Card,Reliance Digital,No
TXN506494,2025-03-31 23:03:54,CUST2273,Debit,Insurance Premium,2367.77,396966.99,Credit Card,Mutual Fund SIP,No
TXN501569,2025-03-31 23:28:03,CUST2058,Debit,Rent,4920.01,406858.88,UPI,Amazon,No
TXN502234,2025-04-01 00:07:12,CUST2553,Debit,Travel,6700.95,183501.77,UPI,Netflix,No
TXN501634,2025-04-01 00:37:31,CUST2572,Debit,Healthcare,2393.46,309298.45,Credit Card,Reliance Digital,No
TXN502193,2025-04-01 02:00:57,CUST2275,Debit,Utilities,1005.35,471669.96,Cheque,Apollo Pharmacy,No
TXN504354,2025-04-01 02:39:28,CUST2145,Debit,EMI - Loan,50.0,482879.65,Credit Card,Local Store,No
TXN504803,2025-04-01 02:44:55,CUST2365,Debit,Entertainment,5022.75,460672.87,Credit Card,HDFC Bank,No
TXN503017,2025-04-01 04:27:15,CUST2149,Credit,Interest Credit,24812.47,269318.79,Cash,Mutual Fund SIP,No
TXN503109,2025-04-01 07:38:45,CUST2075,Debit,Utilities,2102.86,460406.84,Debit Card,Swiggy,No
TXN501401,2025-04-01 11:18:51,CUST2499,Debit,Travel,3696.62,363788.77,Credit Card,Apollo Pharmacy,No
TXN501555,2025-04-01 12:35:17,CUST2366,Credit,Freelance Income,68448.63,327450.59,Credit Card,Electricity Board,No
TXN506540,2025-04-01 13:59:59,CUST2205,Credit,Salary,54619.29,,UPI,HDFC Bank,No
TXN505755,2025-04-01 16:50:32,CUST2505,Debit,EMI - Loan,3627.62,213128.91,Net Banking,Uber,No
TXN502191,2025-04-01 18:47:04,CUST2134,Debit,Dining,50.0,23668.02,UPI,HDFC Bank,No
TXN502081,2025-04-01 19:21:51,CUST2290,Debit,Rent,211.63,319512.06,Net Banking,Mutual Fund SIP,No
TXN506737,2025-04-01 20:32:30,CUST2216,Credit,Interest Credit,496582.47,268922.11,Credit Card,Apollo Pharmacy,No
TXN503800,2025-04-01 23:27:11,CUST2307,Debit,Entertainment,521.33,390249.5,UPI,Swiggy,Yes
TXN503881,2025-04-01 23:27:24,CUST2598,Debit,Healthcare,2903.4,232129.27,Debit Card,BigBasket,No
TXN503351,2025-04-02 03:50:16,CUST2447,Debit,Insurance Premium,5547.64,216755.96,UPI,Employer Payroll,No
TXN500301,2025-04-02 04:26:52,CUST2463,Debit,Insurance Premium,593.44,429518.38,Credit Card,Zomato,No
TXN507882,2025-04-02 08:50:17,CUST2483,Debit,Healthcare,3082.11,483406.36,Cash,BigBasket,No
TXN503036,2025-04-02 09:39:00,CUST2102,Debit,Entertainment,193.21,205339.04,Credit Card,Amazon,No
TXN507148,2025-04-02 15:17:13,CUST2176,Credit,Interest Credit,29587.8,150623.83,Cheque,Amazon,No
TXN506387,2025-04-02 15:47:27,CUST2374,Debit,Rent,673.15,,UPI,Local Store,No
TXN506345,2025-04-02 17:52:42,CUST2359,Debit,EMI - Loan,3271.48,309094.97,Debit Card,Employer Payroll,No
TXN502731,2025-04-02 21:58:17,CUST2509,Debit,Shopping,11507.45,87557.03,Credit Card,Electricity Board,No
TXN501512,2025-04-02 23:53:08,CUST2279,Debit,Utilities,3409.49,154018.56,UPI,HDFC Bank,Yes
TXN500440,2025-04-03 02:42:01,CUST2388,Debit,Rent,6679.93,488251.05,UPI,Swiggy,No
TXN502863,2025-04-03 02:46:44,CUST2265,Debit,Dining,1664.21,360463.84,Debit Card,BigBasket,No
TXN501941,2025-04-03 03:29:35,CUST2167,Debit,Shopping,3605.26,,Cash,Apollo Pharmacy,No
TXN505499,2025-04-03 03:44:02,CUST2384,Credit,Interest Credit,54200.08,49139.22,UPI,HDFC Bank,No
TXN504756,2025-04-03 04:23:31,CUST2054,Debit,Insurance Premium,863.4,335191.08,UPI,IRCTC,No
TXN507988,2025-04-03 05:40:57,CUST2081,Debit,Insurance Premium,585.45,190041.84,Cheque,Amazon,No
TXN506459,2025-04-03 07:13:16,CUST2181,Credit,Refund,54736.59,424856.56,Net Banking,Zomato,No
TXN504335,2025-04-03 08:03:35,CUST2341,Debit,Healthcare,646.42,32052.8,Cash,Uber,No
TXN507217,2025-04-03 10:10:20,CUST2493,Debit,Rent,1079.8,363374.12,UPI,Reliance Digital,No
TXN500075,2025-04-03 10:19:36,CUST2484,Debit,Shopping,7024.54,471926.37,Net Banking,Zomato,No
TXN507494,2025-04-03 17:38:57,CUST2341,Credit,Investment Return,22918.38,314949.13,UPI,IRCTC,No
TXN507751,2025-04-03 21:03:10,CUST2498,Credit,Interest Credit,64258.84,482952.57,Cash,Apollo Pharmacy,No
TXN506500,2025-04-04 01:26:06,CUST2513,Debit,Groceries,2365.04,58626.72,Debit Card,Amazon,No
TXN505823,2025-04-04 02:41:19,CUST2244,Credit,Salary,78222.64,113192.5,Credit Card,Employer Payroll,No
TXN504571,2025-04-04 04:43:54,CUST2234,Debit,Shopping,4098.04,292930.41,UPI,IRCTC,No
TXN503485,2025-04-04 06:41:09,CUST2506,Debit,Entertainment,585.42,946.81,Net Banking,Employer Payroll,No
TXN507814,2025-04-04 09:35:43,CUST2224,Debit,Utilities,13320.49,431455.87,Net Banking,Local Store,No
TXN506711,2025-04-04 11:18:43,CUST2145,Debit,Entertainment,1762.3,44691.43,Credit Card,Netflix,No
TXN506389,2025-04-04 11:25:36,CUST2026,Debit,EMI - Loan,1853.7,43437.59,Cash,Zomato,No
TXN501721,2025-04-04 15:20:50,CUST2046,Credit,Interest Credit,58328.11,276261.51,UPI,Uber,No
TXN502498,2025-04-04 15:46:30,CUST2530,Debit,EMI - Loan,1526.25,80615.68,,HDFC Bank,No
TXN500700,2025-04-04 17:19:11,CUST2014,Credit,Salary,48834.69,303377.42,Net Banking,Swiggy,No
TXN506268,2025-04-04 17:37:57,CUST2087,Debit,Groceries,3967.01,343145.51,Net Banking,Netflix,No
TXN503443,2025-04-04 18:33:47,CUST2559,Debit,Insurance Premium,6421.65,51756.12,UPI,Employer Payroll,No
TXN507107,2025-04-04 19:46:50,CUST2477,Credit,Salary,55068.01,208798.11,UPI,Local Store,No
TXN502069,2025-04-04 21:25:40,CUST2335,Credit,Investment Return,41004.38,69620.67,Debit Card,Amazon,No
TXN506353,2025-04-05 01:12:20,CUST2081,Debit,Travel,1715.92,371231.25,Debit Card,HDFC Bank,No
TXN505689,2025-04-05 07:37:03,CUST2037,Debit,Travel,1745.2,54215.22,UPI,IRCTC,No
TXN501670,2025-04-05 09:15:48,CUST2569,Credit,Freelance Income,54142.65,230544.21,Debit Card,Electricity Board,No
TXN503253,2025-04-05 11:10:42,CUST2332,Debit,Travel,5996.45,180337.5,Net Banking,Local Store,No
TXN500823,2025-04-05 14:57:27,CUST2552,Debit,Entertainment,106.24,,Cash,Employer Payroll,No
TXN504017,2025-04-05 17:14:10,CUST2213,Debit,Healthcare,1664.53,420645.89,Net Banking,Mutual Fund SIP,No
TXN501349,2025-04-05 17:46:56,CUST2200,Credit,Interest Credit,44961.68,180293.04,UPI,Electricity Board,No
TXN502566,2025-04-05 19:01:32,CUST2160,Debit,Groceries,2523.86,,Credit Card,IRCTC,No
TXN506534,2025-04-05 19:09:07,CUST2383,Debit,Entertainment,1685.84,257029.89,UPI,Apollo Pharmacy,No
TXN500297,2025-04-05 19:52:19,CUST2308,Debit,Shopping,3764.59,138061.62,Cheque,Uber,No
TXN504308,2025-04-05 22:15:49,CUST2317,Credit,Refund,36161.01,473379.6,UPI,IRCTC,No
TXN506733,2025-04-06 00:01:16,CUST2541,Debit,Rent,2441.83,141772.6,UPI,Reliance Digital,No
TXN506837,2025-04-06 03:10:43,CUST2245,Debit,Rent,2557.7,137613.53,UPI,Apollo Pharmacy,No
TXN503993,2025-04-06 04:11:00,CUST2204,Debit,Groceries,1122.17,37656.28,UPI,Amazon,No
TXN503845,2025-04-06 05:44:32,CUST2258,Debit,Entertainment,1549.2,326602.66,UPI,HDFC Bank,No
TXN501594,2025-04-06 09:28:25,CUST2511,Debit,Shopping,861.2,166771.82,UPI,BigBasket,No
TXN503458,2025-04-06 13:05:16,CUST2372,Debit,Insurance Premium,1770.3,439174.96,UPI,Mutual Fund SIP,No
TXN500869,2025-04-06 15:54:03,CUST2366,Debit,Rent,3951.95,232400.38,Debit Card,Swiggy,No
TXN507005,2025-04-06 16:02:21,CUST2408,Debit,Dining,843.75,489570.82,Cash,Amazon,No
TXN506285,2025-04-06 17:58:38,CUST2528,Credit,Investment Return,64973.7,223327.23,Cash,Netflix,No
TXN507545,2025-04-06 21:48:27,CUST2072,Debit,Dining,9155.77,401086.55,UPI,Amazon,No
TXN504717,2025-04-07 02:38:08,CUST2568,Credit,Freelance Income,35776.28,324838.56,Cash,Amazon,No
TXN506258,2025-04-07 03:13:44,CUST2235,Credit,Freelance Income,23157.93,380108.1,Debit Card,Netflix,No
TXN502295,2025-04-07 04:33:25,CUST2263,Debit,EMI - Loan,235.69,30999.81,,Reliance Digital,No
TXN502378,2025-04-07 08:08:25,CUST2330,Credit,Interest Credit,65811.47,175376.53,Net Banking,Zomato,No
TXN501597,2025-04-07 09:59:22,CUST2241,Debit,Utilities,4260.21,109718.77,Credit Card,Uber,No
TXN500471,2025-04-07 10:17:05,CUST2089,Credit,Investment Return,56530.1,63030.4,UPI,Employer Payroll,No
TXN505313,2025-04-07 10:25:35,CUST2036,Debit,Rent,2156.22,233333.47,UPI,Zomato,No
TXN500980,2025-04-07 11:33:40,CUST2246,Debit,EMI - Loan,459.23,335698.52,UPI,LIC,No
TXN501205,2025-04-07 13:57:14,CUST2287,Debit,Utilities,3435.66,5530.73,UPI,Apollo Pharmacy,No
TXN504784,2025-04-07 16:47:03,CUST2386,Credit,Interest Credit,55479.12,138320.03,Cheque,Amazon,No
TXN503645,2025-04-07 21:01:49,CUST2271,Credit,Refund,39171.26,175087.71,Debit Card,Local Store,No
TXN506941,2025-04-07 21:44:56,CUST2514,Debit,Shopping,11526.26,60948.75,Net Banking,BigBasket,No
TXN502614,2025-04-07 23:30:49,CUST2156,Debit,EMI - Loan,3434.99,464784.01,Cheque,LIC,No
TXN502447,2025-04-08 00:01:23,CUST2184,Debit,Travel,2470.63,403293.34,,Reliance Digital,No
TXN506601,2025-04-08 04:34:11,CUST2098,Debit,Entertainment,1270.88,358132.61,Net Banking,Electricity Board,No
TXN503843,2025-04-08 06:07:00,CUST2142,Debit,Utilities,1235.55,,Cheque,Zomato,No
TXN507750,2025-04-08 08:42:20,CUST2043,Credit,Freelance Income,50770.7,361806.4,Net Banking,BigBasket,No
TXN505399,2025-04-08 10:21:04,CUST2406,Debit,Entertainment,14346.79,97755.61,UPI,Reliance Digital,No
TXN507937,2025-04-08 11:22:32,CUST2468,Debit,Insurance Premium,2075.34,357603.96,Credit Card,Employer Payroll,No
TXN507172,2025-04-08 12:20:18,CUST2392,Debit,Healthcare,1469.98,421257.17,Debit Card,IRCTC,No
TXN501129,2025-04-08 13:18:11,CUST2026,Debit,Entertainment,2359.93,71116.62,Net Banking,Reliance Digital,No
TXN506750,2025-04-08 19:09:32,CUST2465,Debit,Entertainment,3138.62,50042.51,Cash,HDFC Bank,No
TXN507663,2025-04-08 23:37:01,CUST2115,Credit,Interest Credit,65621.61,98786.78,UPI,Amazon,No
TXN504255,2025-04-09 00:15:58,CUST2317,Debit,Rent,691.96,336430.81,UPI,IRCTC,No
TXN505865,2025-04-09 02:25:28,CUST2463,Debit,Rent,10802.44,369537.4,Credit Card,Employer Payroll,No
TXN507112,2025-04-09 02:26:24,CUST2057,Credit,Salary,24288.47,109573.07,Credit Card,Reliance Digital,No
TXN506205,2025-04-09 03:02:21,CUST2311,Debit,Travel,5750.77,448152.91,Credit Card,Local Store,No
TXN502243,2025-04-09 13:26:11,CUST2143,Debit,Rent,2195.08,215941.18,Debit Card,Uber,No
TXN507465,2025-04-09 13:49:36,CUST2227,Debit,Entertainment,1327.36,135717.63,Debit Card,Apollo Pharmacy,No
TXN507789,2025-04-09 15:25:33,CUST2032,Credit,Investment Return,29939.95,184728.1,UPI,Netflix,No
TXN505364,2025-04-09 19:33:13,CUST2202,Debit,Healthcare,2223.68,156141.98,Debit Card,LIC,No
TXN500601,2025-04-09 21:55:09,CUST2034,Debit,Insurance Premium,2537.52,65732.54,UPI,Electricity Board,No
TXN503699,2025-04-09 22:36:27,CUST2209,Debit,Utilities,416.4,325809.3,Net Banking,Uber,No
TXN507188,2025-04-09 22:56:53,CUST2048,Debit,Travel,788.82,486816.99,UPI,Electricity Board,No
TXN500730,2025-04-10 00:47:44,CUST2076,Debit,Travel,130.11,188141.38,Cash,Electricity Board,No
TXN504303,2025-04-10 01:00:32,CUST2267,Debit,Entertainment,4507.27,291202.92,Net Banking,HDFC Bank,No
TXN500990,2025-04-10 01:07:31,CUST2281,Credit,Refund,63086.95,348826.87,UPI,Mutual Fund SIP,No
TXN501784,2025-04-10 02:41:29,CUST2071,Debit,Healthcare,4104.27,370954.24,UPI,Employer Payroll,No
TXN507615,2025-04-10 03:23:31,CUST2506,Debit,Groceries,3566.28,497021.41,UPI,Mutual Fund SIP,No
TXN506165,2025-04-10 06:42:58,CUST2368,Debit,Insurance Premium,6656.48,204832.44,Debit Card,Employer Payroll,No
TXN504810,2025-04-10 09:11:04,CUST2494,Debit,Travel,2599.82,424400.28,Cash,IRCTC,No
TXN503215,2025-04-10 12:30:47,CUST2170,Debit,Rent,1961.04,339436.71,Cash,Electricity Board,No
TXN507867,2025-04-10 12:32:29,CUST2286,Credit,Refund,48860.81,448811.88,Debit Card,Uber,No
TXN504233,2025-04-10 16:19:30,CUST2432,Debit,Groceries,416.89,435299.68,Credit Card,LIC,No
TXN502344,2025-04-10 18:01:28,CUST2510,Debit,Rent,513.16,392276.46,Debit Card,IRCTC,No
TXN503552,2025-04-10 19:49:50,CUST2232,Debit,Groceries,12248.76,277788.72,Credit Card,Reliance Digital,No
TXN504455,2025-04-10 22:13:00,CUST2343,Debit,EMI - Loan,2521.7,23176.61,Debit Card,Amazon,No
TXN506392,2025-04-11 06:29:54,CUST2313,Debit,Entertainment,1263.63,,UPI,Amazon,No
TXN504850,2025-04-11 09:37:24,CUST2523,Debit,Travel,722.71,,Cash,LIC,No
TXN507105,2025-04-11 12:38:58,CUST2174,Debit,EMI - Loan,3660.87,400679.7,Net Banking,LIC,No
TXN501037,2025-04-11 14:31:26,CUST2597,Credit,Interest Credit,36532.14,439111.77,Cash,Swiggy,No
TXN500032,2025-04-11 19:22:20,CUST2081,Debit,Travel,68.76,259267.59,Cheque,Electricity Board,No
TXN500523,2025-04-11 23:49:14,CUST2003,Debit,Insurance Premium,1252.31,125693.59,UPI,Electricity Board,No
TXN507971,2025-04-12 00:07:50,CUST2337,Debit,Rent,995.15,58355.68,Cash,Swiggy,No
TXN507276,2025-04-12 04:00:00,CUST2232,Debit,Rent,5464.03,395517.12,UPI,Electricity Board,No
TXN504474,2025-04-12 04:28:38,CUST2163,Debit,Shopping,194.39,61491.15,Net Banking,Zomato,No
TXN501423,2025-04-12 09:22:32,CUST2449,Debit,Dining,7709.48,277617.45,UPI,Electricity Board,No
TXN502007,2025-04-12 10:33:03,CUST2083,Debit,EMI - Loan,4767.86,247532.5,Cash,BigBasket,No
TXN507664,2025-04-12 10:38:10,CUST2394,Debit,Shopping,1836.84,348649.03,Net Banking,Netflix,No
TXN502442,2025-04-12 11:37:00,CUST2177,Debit,Shopping,2420.83,297184.54,Net Banking,BigBasket,No
TXN507365,2025-04-12 14:41:23,CUST2091,Credit,Interest Credit,24508.89,212686.1,Debit Card,HDFC Bank,No
TXN502956,2025-04-12 15:38:18,CUST2554,Credit,Salary,41339.78,113240.66,Debit Card,Uber,No
TXN506664,2025-04-12 19:36:05,CUST2202,Credit,Investment Return,44237.2,405138.03,Credit Card,Apollo Pharmacy,No
TXN500193,2025-04-13 00:10:02,CUST2320,Debit,EMI - Loan,5396.98,182867.47,UPI,Mutual Fund SIP,No
TXN503893,2025-04-13 00:11:18,CUST2230,Debit,Dining,1835.96,196680.46,Net Banking,Uber,No
TXN502267,2025-04-13 00:49:31,CUST2401,Debit,Healthcare,5269.6,439552.81,UPI,Zomato,No
TXN503389,2025-04-13 01:10:20,CUST2590,Debit,Dining,753.93,171327.15,Credit Card,Uber,No
